priority,score,name,segment,channel,contact,url,contact_source,angle,status,template,next_action,follow_up_date,send_id,notes,outreach_variant
1,78,Happy Holmes Fibre Arts,handmade craft,email,happyholmesfibrearts@hotmail.com,https://happy-holmes-fibre-arts.myshopify.com/pages/contact-us,https://happy-holmes-fibre-arts.myshopify.com/pages/contact-us,handmade products with repeat catalog photos,sent_2026-06-30,email_handmade_home,follow_up_if_no_reply,2026-07-06,sent_before_domain_sender,Previous outreach record.
2,78,Kate Warby Designs,handmade design,email,katewarbydesigns@bigpond.com,https://kate-warby-designs-5783.myshopify.com/pages/contact,https://kate-warby-designs-5783.myshopify.com/pages/contact,handmade product catalog and product updates,sent_2026-06-30,email_handmade_home,follow_up_if_no_reply,2026-07-06,sent_before_domain_sender,Previous outreach record.
3,78,Naturalista Distributors,handmade natural products,email,naturalistaja@gmail.com,https://naturalista-distributors.myshopify.com/pages/contact-us,https://naturalista-distributors.myshopify.com/pages/contact-us,natural handmade product range with ecommerce photos,sent_2026-06-30,email_handmade_home,follow_up_if_no_reply,2026-07-06,sent_before_domain_sender,Previous outreach record.
4,78,Handmade by JenAd,handmade products,email,products@handmadebyjenad.com,https://handmadebyjenad.myshopify.com/pages/contact,https://handmadebyjenad.myshopify.com/pages/contact,product-info mailbox for handmade catalog,sent_2026-06-30,email_handmade_home,follow_up_if_no_reply,2026-07-06,sent_before_domain_sender,Previous outreach record.
5,78,Jamies Crafting Creations,custom handmade,email,jamiehuppmann@gmail.com,https://jamies-crafting-creations.myshopify.com/pages/contact,https://jamies-crafting-creations.myshopify.com/pages/contact,custom handmade crafts with product listings,sent_2026-06-30,email_custom_gifts,follow_up_if_no_reply,2026-07-06,sent_before_domain_sender,Previous outreach record.
6,76,Featherlite Product Photography,product photography,email,hello@featherliteproductphoto.com,https://www.featherliteproductphotography.com/pages/contact-us,https://www.featherliteproductphotography.com/pages/contact-us,possible workflow partner for batch background removal,sent_2026-06-30,email_partner,follow_up_if_no_reply,2026-07-06,sent_before_domain_sender,Previous outreach record.
7,78,Toriara Naturals,natural cosmetics,contact form,form,https://toriara-naturals.myshopify.com/pages/contact-us,https://toriara-naturals.myshopify.com/pages/contact-us,natural face and body products need clean catalog photos,sent_2026-06-30,email_bath_body,watch_replies,,,Previous outreach record.
8,78,Sixty Vines Candles,candles,contact form,form,https://sixtyvines-ergo.myshopify.com/pages/contact,https://sixtyvines-ergo.myshopify.com/pages/contact,candle product catalog with repeat product shots,sent_2026-07-01,email_candles,watch_replies,,,Previous outreach record.
9,78,Kramer + Co Boutique,boutique,contact form,form,https://kramerandco.myshopify.com/pages/contact,https://kramerandco.myshopify.com/pages/contact,boutique products and handmade items,sent_2026-07-01,email_custom_gifts,watch_replies,,,Previous outreach record.
10,78,Sassy C's Boutique,fashion boutique,contact form,form,https://xczi1b-we.myshopify.com/pages/contact,https://xczi1b-we.myshopify.com/pages/contact,boutique apparel catalog and seasonal products,sent_2026-07-01,email_custom_gifts,watch_replies,,,Previous outreach record.
11,78,NVsisters HandMade,handmade,contact form,form,https://nvsisters-handmade.myshopify.com/pages/contact,https://nvsisters-handmade.myshopify.com/pages/contact,handmade products with ecommerce catalog needs,sent_2026-06-30,email_handmade_home,watch_replies,,,Previous outreach record.
12,0,Ronnies Candles LLC,candles,contact form,form,https://ronnies-candles.myshopify.com/pages/contact-us,https://ronnies-candles.myshopify.com/pages/contact-us,multiple candle collections with repeat photos,blocked_no_contact_form,email_candles,do_not_contact,,,Contact blocked in previous outreach pass.
13,78,Rych Wicks Candles,candles,contact form,form,https://rychwickscandlesllc.myshopify.com/pages/contact,https://rychwickscandlesllc.myshopify.com/pages/contact,candle product catalog with repeat listing photos,sent_2026-07-01,email_candles,watch_replies,,,Previous outreach record.
14,0,Mazi Scented Candles,candles,contact form,form,https://mazi-scented-candles.myshopify.com/pages/contact-us,https://mazi-scented-candles.myshopify.com/pages/contact-us,scented candle catalog and product images,blocked_newsletter_only,email_candles,do_not_contact,,,Contact blocked in previous outreach pass.
15,78,CHIYAN Jewelry,jewelry,contact form,form,https://chiyan-jewelry.myshopify.com/pages/contact-us,https://chiyan-jewelry.myshopify.com/pages/contact-us,jewelry product photos and collection updates,sent_2026-07-01,email_jewelry,watch_replies,,,Previous outreach record.
16,0,Handmade with Love - Eleni Pantagis,jewelry,contact form,form,https://handmade-with-love-from-greece.myshopify.com/pages/contact-us,https://handmade-with-love-from-greece.myshopify.com/pages/contact-us,handmade jewelry catalog and VIP deals,blocked_store_unavailable,email_jewelry,do_not_contact,,,Contact blocked in previous outreach pass.
17,0,Park Cities Jewelry & Gifts,jewelry,contact form,form,https://parkcitiesjewelry.myshopify.com/pages/contact,https://parkcitiesjewelry.myshopify.com/pages/contact,jewelry and gifts catalog,blocked_store_unavailable,email_jewelry,do_not_contact,,,Contact blocked in previous outreach pass.
18,0,Lark & Lily Handmade,handmade,contact form,form,https://lark-lily-handmade.myshopify.com/pages/contact,https://lark-lily-handmade.myshopify.com/pages/contact,handmade products with social channels,blocked_password,email_handmade_home,do_not_contact,,,Contact blocked in previous outreach pass.
19,78,Amelia Jane Handmade Creations,handmade,contact form,form,https://amelia-jane-handmade-creations.myshopify.com/pages/contact,https://amelia-jane-handmade-creations.myshopify.com/pages/contact,handmade catalog and simple product pages,sent_2026-06-30,email_handmade_home,watch_replies,,,Previous outreach record.
20,78,Color Freak Boutique,fashion boutique,contact form,form,https://colorfreakboutique.myshopify.com/pages/contact,https://colorfreakboutique.myshopify.com/pages/contact,apparel/product catalog with repeat image work,sent_2026-06-30,email_custom_gifts,watch_replies,,,Previous outreach record.
21,78,Js Harmony,candles,email,jsharmonystore@gmail.com,https://jsharmony.store/,https://jsharmony.store/,candle and product photos with backgrounds where clean catalog cutouts can help,sent_2026-07-01,email_candles,follow_up_if_no_reply,2026-07-07,937c6f02-e604-4f0f-9ad4-a55e5d77c7d0,Previous outreach record.
22,78,Tadley Crafts,handmade craft,email,smokeboom@tiscali.co.uk,https://boomerisanangel.myshopify.com/pages/contact,https://boomerisanangel.myshopify.com/pages/contact,handmade product photos with mixed presentation styles,sent_2026-07-01,email_handmade_home,follow_up_if_no_reply,2026-07-07,9319cb10-940b-4e50-af97-3b5ac13bd702,Previous outreach record.
23,78,Madera Design Studio,jewelry,email,stacey@maderadesignstudio.com,https://www.maderadesignstudio.com/collections/fine-statement-jewelry,https://www.maderadesignstudio.com/collections/fine-statement-jewelry,jewelry product photos and model/fabric contexts that can benefit from clean cutouts,sent_2026-07-01,email_jewelry,follow_up_if_no_reply,2026-07-07,4d29672a-4c2b-432e-8b0e-b1f8eeded9b5,Previous outreach record.
24,78,Out of the Adirondacks,handmade wood products,email,outoftheadks@gmail.com,https://outoftheadks.com/products/shaker-ratcheting-candle-holder,https://outoftheadks.com/products/shaker-ratcheting-candle-holder,handmade wood product photos with table and home backgrounds,sent_2026-07-01,email_handmade_home,follow_up_if_no_reply,2026-07-07,f0ac1fba-dcda-4954-90f4-254e6a4eef29,Previous outreach record.
25,78,GraviPaw,pet accessories,email,hello@gravipaw.com,https://www.gravipaw.com/products/red-white-diamond-pet-bandana-collar,https://www.gravipaw.com/products/red-white-diamond-pet-bandana-collar,pet accessory catalog and lifestyle photos for cleaner ecommerce assets,sent_2026-07-01,email_pet_accessories,follow_up_if_no_reply,2026-07-07,9db20671-36ef-4919-9873-a98d945e761e,Previous outreach record.
26,78,SC HOME SCENTS,candles,email,schomescents@gmail.com,https://schomescentsuk.co.uk/,https://schomescentsuk.co.uk/,candle and home fragrance photos with recurring product listing needs,sent_2026-07-01,email_candles,follow_up_if_no_reply,2026-07-07,5983186e-3a4d-45ff-9a6c-1ee170531f9b,Previous outreach record.
27,78,Rinse Bath & Body,bath and body,email,info@rinsesoap.com,https://rinsesoap.com/products/freshness-car-diffuser,https://rinsesoap.com/products/freshness-car-diffuser,bath and body product photos with catalog and detail image needs,sent_2026-07-01,email_bath_body,follow_up_if_no_reply,2026-07-07,3c515dd3-6755-43b6-832a-bf4a33d4d198,Previous outreach record.
28,70,Happy Times Favors,event favors,email,happydaysfavorss@gmail.com,https://www.happytimesfavors.com/products/handmade-baby-shower-flower-tag-magnet-favors-birthday-bulk-favors-baptism-custom-tag-favors-unique-favors-thank-you-magnet-favors,https://www.happytimesfavors.com/products/handmade-baby-shower-flower-tag-magnet-favors-birthday-bulk-favors-baptism-custom-tag-favors-unique-favors-thank-you-magnet-favors,personalized favor products with many variations and listing images,sent_2026-07-01,email_custom_gifts,follow_up_if_no_reply,2026-07-07,db324295-c8eb-4af9-a1e2-9ee94a612db0,Previous outreach record.
29,78,Beastly Threads,textiles,email,torrey@beastlythreads.com,https://www.beastlythreads.com/products/sage-blue-rhino-table-runner,https://www.beastlythreads.com/products/sage-blue-rhino-table-runner,textile and home decor photos that can benefit from consistent product cutouts,sent_2026-07-01,email_handmade_home,follow_up_if_no_reply,2026-07-07,802667f6-b310-4ee3-8691-328eb21ee48b,Previous outreach record.
30,78,BEEYARND,handmade fiber art,email,hello@beeyarnd.com,https://beeyarnd.co/collections/all,https://beeyarnd.co/collections/all,handmade fiber art and home decor photos for clean product presentation,sent_2026-07-01,email_handmade_home,follow_up_if_no_reply,2026-07-07,5cbde1d8-3672-4b79-b097-b2b63b30ec8f,Previous outreach record.
31,92,Healing & Feel Good Candles,candles,email,healingandfeelgoodcandles@gmail.com,https://healing-feel-good-candles.myshopify.com/pages/contact,https://healing-feel-good-candles.myshopify.com/pages/contact,candle/home fragrance photos with visible ecommerce catalog need,sent_2026-07-01,email_candles,follow_up_if_no_reply,2026-07-07,e6328985-e214-413c-ad52-f04cfd36d06e,Public email confirmed on contact page.
32,91,Estel's Creations,candles,email,estelscreations@gmail.com,https://estels-creations.myshopify.com/pages/contact-us,https://estels-creations.myshopify.com/pages/contact-us,candles and wax melts with repeated product listing photos,sent_2026-07-01,email_candles,follow_up_if_no_reply,2026-07-07,43965534-d200-4bd3-bb2c-450a863f1bef,Public email confirmed on contact page.
33,88,The Perfume & Skincare Company,bath and body,email,info@perfumeandskincare.com.au,https://perfume-skincare-company.myshopify.com/pages/contact-us,https://perfume-skincare-company.myshopify.com/pages/contact-us,bath/body and home fragrance product range with many catalog images,sent_2026-07-01,email_bath_body,follow_up_if_no_reply,2026-07-07,6ec45ca8-1f77-4fe5-bfe8-e754d656fc6f,Public email confirmed on contact page.
34,87,Foxxi Foamz,bath and body,email,info@foxxifoamz.co.nz,https://foxxifoamz.myshopify.com/pages/contact-us,https://foxxifoamz.myshopify.com/pages/contact-us,bath and body essentials with product-photo consistency needs,sent_2026-07-01,email_bath_body,follow_up_if_no_reply,2026-07-07,f4e798e4-715e-45b9-ab03-576bec42bf27,Public email confirmed on contact page.
35,90,Candle Cola,candles,email,candle.cola22@gmail.com,https://rhi7sn-m0.myshopify.com/pages/contact,https://rhi7sn-m0.myshopify.com/pages/contact,candle catalog photos and product collection updates,sent_2026-07-01,email_candles,follow_up_if_no_reply,2026-07-07,3c642655-3394-41c1-998b-66e114109b11,Public email confirmed on contact page.
36,91,Yancy Spa Candles and Scents,candles,email,sales@yancynaturalsstore.com,https://spa-candles-scents.myshopify.com/pages/contact-us,https://spa-candles-scents.myshopify.com/pages/contact-us,candles and scent products with multiple channels and listing photos,sent_2026-07-01,email_candles,follow_up_if_no_reply,2026-07-07,2127728a-b1c5-433d-be25-022be98999b2,Public sales email confirmed on contact page.
